"name" "state" "prop" "gene.size"
"251" "cpb" 11 1 2060
"252" "CG17660" 11 0.556875164951175 3289
"253" "CR44976" 11 0.713622291021672 792
"254" "mRpL48" 11 0.544910179640719 1003
"255" "frtz" 11 0.650029708853238 4549
"256" "Rim2" 19 0.341855622397038 8144
"257" "Eno" 19 0.430141579731744 4868
"258" "Rrp40" 17 1 1030
"259" "CG31937" 17 0.404634581105169 1183
"260" "CG17652" 6 0.547449259462425 1323
"261" "CG17646" 6 0.443189154293092 18088
"262" "CG17712" 6 0.504392764857881 1435
"263" "CG17648" 10 0.511538461538461 540
"264" "Gr22f" 8 0.551236749116608 1198
"265" "CG17650" 10 1 807
"266" "Gr22e" 16 0.580626450116009 1224
"267" "Gr22d" 2 0.616279069767442 1220
"268" "Gr22c" 8 0.680539273153576 1206
"269" "Gr22b" 8 0.774985388661601 1211
"270" "Gr22a" 2 0.814179531160663 1249
"271" "CG31933" 8 0.619029126213592 2075
"272" "CG31664" 2 0.374244041266453 2328
"273" "c-cup" 15 1 938
"274" "mir-2280" 15 1 114
"275" "wry" 9 0.389389967565646 22012
"276" "CR44073" 9 0.702882483370288 402
"277" "CR44074" 15 0.591276252019386 738
"278" "CG31663" 9 0.532400811639252 22871
"279" "CG7295" 16 0.658938377059182 1229
"280" "CR44075" 9 0.572837632776935 818
"281" "CG15358" 2 1 1177
"282" "CG7337" 13 0.353426431147693 59667
"283" "tRNA:G3:22BCa" 13 1 70
"284" "CG15357" 5 0.576015108593012 559
"285" "CG33673" 5 0.727530077848549 913
"286" "erm" 20 0.535562606785453 20123
"287" "tRNA:CR31942" 5 1 72
"288" "Der-1" 17 0.344069529652352 1456
"289" "CG15356" 12 0.813190607734807 5292
"290" "CG15362" 12 0.385804638088545 923
"291" "CG7289" 3 0.63961387200572 2297
"292" "Got2" 19 0.260010678056594 3246
"293" "Npc2a" 18 0.646086956521739 650
"294" "CR42874" 13 1 1444
"295" "Obp22a" 16 0.80453479280688 779
"296" "CG33543" 10 0.351148182473484 9211
"297" "CR43464" 10 0.470185058259082 3877
"298" "CG15353" 15 1 430
"299" "CR45712" 15 0.775170325510977 821
"300" "Nplp4" 13 1 658
"301" "tRNA:CR31943" 13 1 71
"302" "tRNA:CR31944" 13 1 71
"303" "CG4238" 9 0.336428002063112 20929
"304" "tRNA:CR31939" 11 1 71
"305" "tRNA:CR31940" 12 1 71
"306" "tRNA:CR31669" 18 0.518388791593695 71
"307" "tRNA:G3:22BCb" 7 1 70
"308" "CG42296" 7 0.674788662357036 3522
"309" "lectin-22C" 9 0.592920353982301 856
"310" "Su(dx)" 6 0.268790164850517 6658
"311" "CR45298" 10 0.577712609970675 864
"312" "Kebab" 9 0.550653594771242 2560
"313" "Or22c" 9 0.520371325425477 3378
"314" "dpr3" 10 0.428642567735802 51088
"315" "CG12674" 10 0.759507230851634 1367
"316" "CR44808" 10 1 316
"317" "CR44055" 10 0.896596017983301 1057
"318" "CG4259" 8 0.448517298187809 1928
"319" "GlyP" 6 0.21365797435528 6483
"320" "tho2" 3 0.593978649394266 7837
"321" "CG11723" 17 1 1978
"322" "TBCD" 3 0.673052087817477 4146
"323" "AIF" 12 0.781378476420798 3635
"324" "CG15382" 17 0.374756018217306 1037
"325" "aop" 19 0.454325867369346 22270
"326" "CR43751" 18 0.901562112571287 3533
"327" "CR44066" 18 1 995
"328" "tRNA:CR31946" 18 1 72
"329" "CR45290" 12 0.682490272373541 785
"330" "CG10874" 19 0.569650067294751 2472
"331" "CR44065" 19 0.712207463630613 1081
"332" "CG34172" 13 0.386614574486156 5387
"333" "CG31668" 2 0.691680814940577 2445
"334" "CG33124" 2 0.42606434839129 2577
"335" "CG15385" 15 0.417214755504718 2997
"336" "Uch" 12 0.25544855549924 1473
"337" "CG34174" 12 1 901
"338" "CG10880" 17 0.660141381185427 1339
"339" "CG15386" 17 1 743
"340" "CG42371" 17 1 743
"341" "mio" 17 0.324641460234681 3335
"342" "papi" 12 0.413519637462236 4796
"343" "CG15387" 11 0.55084067253803 749
"344" "sau" 11 0.645995815103671 4757
"345" "CR44114" 11 1 851
"346" "Sec24CD" 3 0.403174094260981 5738
"347" "CR44115" 11 0.621276595744681 675
"348" "Tengl3" 18 0.739701492537313 1175
"349" "Tengl2" 7 0.675949367088608 1080
"350" "Tengl1" 7 0.768314472900536 1179
"351" "CG4267" 19 0.505005889281508 2896
"352" "CR42859" 9 0.588013569543913 2153
"353" "Ser12" 7 0.719494047619048 844
"354" "CG17239" 8 0.50488354620586 831
"355" "CG17234" 2 0.527161438408569 807
"356" "Send1" 7 0.395924308588064 874
"357" "CR44787" 16 1 365
"358" "CR44788" 15 1 334
"359" "CG4270" 2 0.511932255581216 799
"360" "CG34049" 2 0.4 1090
"361" "CG17242" 8 0.61277705345502 1034
"362" "CR43753" 9 0.846318156267566 8395
"363" "CR43754" 15 1 1298
"364" "CG4271" 9 0.679334916864608 763
"365" "CG31681" 8 0.533839779005525 948
"366" "CG42658" 16 0.482954545454545 908
"367" "CG17237" 16 0.692852087756546 913
"368" "robl22E" 16 1 514
"369" "CG31949" 8 1 785
"370" "CG16995" 1 0.589185393258427 924
"371" "CG9967" 9 0.292270088603727 48595
"372" "eys" 9 0.300414538145884 47264
"373" "Rab5" 19 0.438998642738652 6131
"374" "Axud1" 12 0.848639455782313 4792
"375" "CG3597" 17 0.491452991452991 1372
"376" "CG3609" 17 0.626122754491018 2172
"377" "CG15390" 12 1 984
"378" "CR44982" 12 1 627
"379" "Atxn7" 12 0.618780251694095 4665
"380" "Eogt" 3 0.427705977382876 1976
"381" "CG9870" 1 0.798533007334963 1545
"382" "CG3557" 8 0.576747224036577 1031
"383" "CG43750" 20 0.505276225946617 1111
"384" "VGlut" 20 0.527433083786278 19002
"385" "CG18641" 10 0.619084263178145 4698
"386" "CG31948" 15 0.529822675980656 1361
"387" "CG34448" 10 0.592946802151823 1173
"388" "CG34447" 13 0.380200860832138 1591
"389" "CG9886" 6 0.544822793606671 3817
"390" "CG44139" 15 1 244
"391" "CR44912" 19 0.891810668670173 831
"392" "dpp" 13 0.411066946261463 31451
"393" "tRNA:Y1:22Fb" 19 0.516129032258065 120
"394" "tRNA:Y1:22Fa" 6 0.578414839797639 93
"395" "CR45286" 13 1 1334
"396" "Slh" 12 0.38681141938078 4474
"397" "oaf" 9 0.339227038022219 5891
"398" "CR44607" 10 1 284
"399" "CG3528" 15 0.621602787456446 935
"400" "CR46069" 15 0.616796047988709 917
"401" "CR44112" 15 0.789719626168224 570
"402" "CG3515" 2 0.322534540257265 1680
"403" "CR44113" 10 1 339
"404" "Cyp309a1" 11 0.460484720758693 2347
"405" "Cyp309a2" 2 0.37211093990755 8151
"406" "Rad1" 11 0.479206049149338 1616
"407" "Sws1" 11 0.479206049149338 1616
"408" "insv" 7 0.369418132611637 1717
"409" "Elba2" 4 0.623493975903614 1492
"410" "ND-B17.2" 12 0.518014955812373 971
"411" "Arpc5" 12 1 1131
"412" "Drp1" 3 0.403957840395784 4149
"413" "CG15394" 19 0.33048433048433 904
"414" "CR44790" 10 0.740867579908676 1252
"415" "CR44789" 9 1 688
"416" "CG15395" 8 0.647847959754053 1289
"417" "CG43403" 15 0.641095890410959 595
"418" "CR45705" 10 0.56812694032425 2399
"419" "CR43852" 8 0.508655126498003 251
"420" "CG9962" 8 0.657334144856969 1143
"421" "CG43851" 9 1 475
"422" "CG33125" 7 0.299297321036451 4054
"423" "Prosbeta4R1" 8 1 880
"424" "Or23a" 2 0.576058546785154 1413
"425" "Prosbeta4R2" 8 0.427989130434783 1708
"426" "CG9879" 7 0.730883224659158 1203
"427" "Gr23a" 15 0.377575969263011 2363
"428" "CG31690" 10 0.467071118799915 41697
"429" "CG15398" 16 0.481642812694462 1107
"430" "CG31689" 19 0.380867903930131 14156
"431" "mir-4914" 6 0.504215851602024 93
"432" "Hrs" 12 0.508095605242868 3391
"433" "CG9961" 11 0.866440019426906 1559
"434" "Cwc25" 17 0.350383631713555 1846
"435" "Pgk" 19 0.46561004784689 6188
"436" "Bacc" 19 0.678109452736318 5530
"437" "CR44772" 17 1 236
"438" "CG9960" 17 0.816571428571429 1250
"439" "Snapin" 17 0.816571428571429 1250
"440" "Trn-SR" 3 0.485106382978723 3965
"441" "CG3077" 17 0.445616587850127 2249
"442" "aph-1" 17 0.563953488372093 1048
"443" "Taf10b" 11 0.659112370160529 559
"444" "Taf10" 11 1 722
"445" "colt" 17 0.774633653360283 1479
"446" "CG2862" 17 1 769
"447" "CG15399" 4 0.582614942528736 892
"448" "Syt1" 9 0.301024503092394 27652
"449" "CR43821" 13 1 489
"450" "daw" 18 0.455548260013132 7115
"451" "CG2964" 11 0.501605136436597 1992
"452" "G6P" 9 0.469334719334719 1424
"453" "Duox" 13 0.478955203681148 14278
"454" "CG3123" 13 0.424390243902439 1960
"455" "CG3119" 10 0.45937318630296 2946
"456" "Cpr23B" 8 0.487775061124694 1136
"457" "CR45342" 10 1 291
"458" "CG2975" 9 0.501327140013271 2514
"459" "CG18558" 7 0.409653465346535 1924
"460" "CG18557" 2 0.373545621555419 1133
"461" "CG3117" 7 0.622620380739082 1286
"462" "CG2983" 2 0.326005361930295 1365
"463" "CG3104" 13 0.607216353409247 6789
"464" "RpS21" 13 1 959
"465" "CG2991" 13 0.438741164591047 11384
"466" "CG31694" 11 0.487110971392644 5862
"467" "CG8813" 17 0.487641950567802 997
"468" "CG8814" 17 0.604031677465803 2278
"469" "Prx6005" 17 0.772090188909202 1141
"470" "CG31950" 11 1 657
"471" "betaggt-II" 11 0.629293893129771 1596
"472" "NTPase" 12 0.384697130712009 5146
"473" "lilli" 13 0.405339451150013 68477
"474" "Rbp9" 12 0.20963872424499 13672
"475" "Ts" 12 0.550677506775068 1345
"476" "Rrp1" 3 0.459659969088099 2735
"477" "gammaTub23C" 12 0.95338467774625 1967
"478" "CG9641" 12 0.362764682381143 2003
"479" "CG3165" 11 1 1378
"480" "CG9643" 11 1 877
"481" "Chd1" 3 0.530770118923912 8161
"482" "Bem46" 11 0.379829198861326 1959
"483" "okr" 3 0.38281036834925 3165
"484" "CG3558" 12 0.299716803020768 5856
"485" "CG17265" 13 0.394665278018862 16783
"486" "CG17224" 12 0.463033375580904 1867
"487" "CG17264" 18 0.428244711263579 2998
"488" "alpha4GT1" 9 0.343481989708405 1832
"489" "CG3542" 12 0.524643145704282 3213
"490" "CG3605" 3 0.514051522248244 2916
"491" "CG17219" 17 0.468599033816425 1363
"492" "CR44147" 17 0.70635721493441 491
"493" "GABPI" 17 0.444935869084476 1761
"494" "CG17258" 3 0.600329851566795 3138
"495" "CG17259" 3 0.361410788381743 1910
"496" "CG17260" 12 0.657295201163354 1563
"497" "cnir" 12 1 986
"498" "CG17221" 12 0.635045567522784 1914
"499" "CG17261" 11 0.376783398184176 1042
"500" "FASN2" 2 0.291587901701323 12196
"501" "snRNA:LU" 13 1 158
"502" "snRNA:U5:23D" 7 1 130
"503" "FASN1" 4 0.348207633082209 11579
"504" "toc" 13 0.350675666424787 76441
"505" "PpD6" 6 0.368565169769989 1326
"506" "CG15403" 10 0.90768094534712 854
"507" "ND-B14.5B" 17 0.691039426523298 895
"508" "Mad" 13 0.21409810463548 13587
"509" "gkt" 11 0.631061376737877 2449
"510" "Hydr2" 13 0.461611524457812 5817
"511" "tRNA:S7:23Eb" 12 1 81
"512" "CG44002" 4 0.413656884875847 1272
"513" "CR44003" 4 0.436837455830389 1764
"514" "tRNA:S7:23Ea" 3 1 81
"515" "CG31698" 3 1 635
"516" "CG15404" 16 0.692829457364341 532
"517" "CG34393" 10 0.441006026889198 25384
"518" "CR45336" 9 1 641
"519" "CR45337" 10 1 308
"520" "CR45338" 10 1 369
"521" "CR45706" 10 1 1546
"522" "CR44484" 9 1 377
"523" "CG3347" 10 0.543394911118857 2369
"524" "CG3332" 7 0.275472433274888 4734
"525" "CR44485" 15 0.686367218282112 769
"526" "CG9664" 11 0.435748548346377 3461
"527" "CG9663" 1 0.542049632352941 8204
"528" "CG3277" 8 0.453538862353452 13318
"529" "CG15406" 8 0.738513513513513 2460
"530" "CG3326" 10 0.542761319172722 3078
"531" "CG8837" 7 0.558892815076561 2896
"532" "CG33281" 8 1 2400
"533" "CG33282" 8 0.633319380493931 1889
"534" "CG3285" 7 0.417075163398693 1948
"535" "CG15408" 7 0.451130856219709 1976
"536" "E23" 15 0.279065219516965 19954
"537" "CG8838" 4 0.66304347826087 972
"538" "CG34394" 3 0.311580882352941 14732
"539" "CG15412" 12 0.347579425113464 2144
"540" "CG9662" 11 1 905
"541" "Ptpa" 12 0.53735632183908 1588
"542" "CR45301" 9 1 415
"543" "Sfp23F" 9 1 389
"544" "CG42460" 9 1 614
"545" "CR44791" 9 1 405
"546" "CR44792" 10 1 528
"547" "CG34175" 10 1 661
"548" "pgant2" 9 0.303923722483413 22259
"549" "CG8840" 9 0.832309043020193 639
"550" "CG31952" 15 0.5088 1375
"551" "CG2772" 16 0.573199809251311 1597
"552" "Snx1" 17 0.381115292507698 2423
"553" "CG12795" 17 0.523197316936836 1289
"554" "Cog3" 12 0.613136798551849 3367
"555" "Sec5" 12 0.334361851332398 3065
"556" "CG3246" 4 0.468075117370892 1630
"557" "msl-2" 3 0.464269458352299 3894
"558" "mir-4971" 4 0.526229508196721 110
"559" "ND-PDSW" 12 0.545020870602266 1177
"560" "CG3238" 11 0.420936116382037 2662
"561" "CG31776" 4 0.499627143922446 2182
"562" "pgant4" 15 0.335703245749614 2735
"563" "CR45372" 13 0.944677284157586 693
"564" "CR43928" 13 0.565650969529086 1305
"565" "Thor" 18 0.685339690107271 1178
"566" "CG15414" 6 0.446616401377641 10316
"567" "tim" 13 0.429508644843846 14133
"568" "CR45299" 18 1 438
"569" "CG31954" 18 1 1044
"570" "CR45300" 18 1 341
"571" "CG33123" 3 0.570836785418393 4328
"572" "CG17593" 3 0.30567081604426 2392
"573" "CG3213" 2 0.486495966327604 2378
"574" "CG8851" 7 0.603164942178941 2878
"575" "Sr-CIV" 7 0.597051597051597 1535
"576" "CG8852" 2 0.741968211024687 2457
"577" "Spindly" 7 0.570262390670554 2930
"578" "Che-13" 20 0.613645876935957 1889
"579" "CR44308" 5 1 489
"580" "drm" 14 0.718582058701943 9176
"581" "CR44309" 20 0.65126582278481 1080
"582" "CR44747" 14 1 194
"583" "CR43822" 20 1 456
"584" "CG43815" 20 1 413
"585" "sob" 5 0.628992628992629 2756
"586" "CR43823" 20 0.530224525043178 1816
"587" "odd" 20 0.537928759894459 2532
"588" "CR44310" 5 0.706527701590784 1323
"589" "Dot" 6 0.266983695652174 2476
"590" "CG15418" 11 0.717086834733894 571
"591" "for" 19 0.335527392998657 34879
"592" "mir-4972" 13 0.533003300330033 106
"593" "CG34340" 20 0.443670695369781 29369
"594" "Sfp24Ba" 5 1 574
"595" "CG42463" 5 0.568398727465536 443
"596" "Sfp24Bb" 9 0.604536489151874 514
"597" "Sfp24Bc" 9 0.611578947368421 450
"598" "CG16704" 14 0.595435684647303 464
"599" "CG3513" 19 1 483
"600" "Acp24A4" 19 0.678132678132678 721
"601" "CR43364" 13 1 313
"602" "CG43165" 13 0.516069788797062 589
"603" "CG16713" 19 1 379
"604" "IM33" 14 1 440
"605" "CG3604" 20 1 630
"606" "CG10031" 14 0.529360210341805 641
"607" "CG42464" 20 1 362
"608" "CG42465" 14 0.669781931464174 463
"609" "Sfp24C1" 20 0.722222222222222 418
"610" "CG42467" 20 1 409
"611" "CG43145" 14 0.699566160520607 422
"612" "CR44311" 14 1 333
"613" "CG2816" 13 0.561243144424132 594
"614" "CG31778" 13 0.713602550478215 1382
"615" "CG31777" 15 0.74901185770751 512
"616" "cutlet" 11 0.41929055400558 4518
"617" "CG31955" 17 0.577146171693735 1224
"618" "CG2818" 3 0.395696202531646 3450
"619" "lectin-24A" 3 0.528173794976239 973
"620" "Shaw" 8 0.269633507853403 10960
"621" "CG10019" 10 0.544764918258894 24151
"622" "CG43707" 10 0.311065862636072 12269
"623" "CG43703" 10 0.609896432681243 369
"624" "mir-1004" 15 0.507936507936508 67
"625" "CR43704" 10 0.692607003891051 528
"626" "bowl" 13 0.302199504337051 12421
"627" "CG31960" 1 1 675
"628" "CG31958" 13 1 605
"629" "bark" 4 0.292733046889595 15559
"630" "Reph" 13 0.349200104904275 7126
"631" "CG3407" 3 0.32840141524606 2609
"632" "CR44076" 20 1 510
"633" "CR44077" 20 0.63206106870229 810
"634" "slp1" 5 0.440748440748441 1424
"635" "slp2" 20 0.510479573712256 2345
"636" "CR44983" 14 0.640883977900553 586
"637" "CR45451" 20 0.710320901994796 653
"638" "CR45449" 5 0.524046434494196 706
"639" "CR45450" 5 0.595477386934673 694
"640" "CR44078" 20 0.89010067114094 692
"641" "CG3964" 8 0.265780108634576 4839
"642" "Cep97" 11 0.399479659413434 3728
"643" "CG31957" 12 0.585655008891523 1187
