"name" "state" "prop" "gene.size"
"239" "halo" 9 1 615
"240" "CG44072" 9 0.706916764361079 353
"241" "Or22a" 3 0.71659533999049 1665
"242" "Or22b" 9 0.476699029126214 1560
"243" "haf" 13 0.337032193545906 53275
"244" "CG10869" 3 0.440659734671925 2289
"245" "CG31935" 13 0.341669141669142 16335
"246" "CG14352" 11 0.471788715486194 1166
"247" "RFeSP" 17 0.458090542357687 1731
"248" "CR44603" 13 0.47919837645865 7384
"249" "CR45695" 16 1 231
"250" "chinmo" 20 0.298388806444774 53424
"251" "cpb" 10 1 2060
"252" "CG17660" 10 0.426497756664027 3289
"253" "CR44976" 10 0.713622291021672 792
"254" "mRpL48" 11 0.544910179640719 1003
"255" "frtz" 10 0.460883343236284 4549
"256" "Rim2" 18 0.3239241092087 8144
"257" "Eno" 18 0.430141579731744 4868
"258" "Rrp40" 17 1 1030
"259" "CG31937" 17 0.453357100415924 1183
"260" "CG17652" 15 0.547449259462425 1323
"261" "CG17646" 15 0.523832580159243 18088
"262" "CG17712" 17 1 1435
"263" "CG17648" 14 0.511538461538461 540
"264" "Gr22f" 9 0.674911660777385 1198
"265" "CG17650" 13 1 807
"266" "Gr22e" 16 0.580626450116009 1224
"267" "Gr22d" 3 0.623255813953488 1220
"268" "Gr22c" 9 0.680539273153576 1206
"269" "Gr22b" 9 0.774985388661601 1211
"270" "Gr22a" 3 1 1249
"271" "CG31933" 3 0.400776699029126 2075
"272" "CG31664" 3 0.340092493774457 2328
"273" "c-cup" 13 1 938
"274" "mir-2280" 13 1 114
"275" "wry" 7 0.389389967565646 22012
"276" "CR44073" 7 0.702882483370288 402
"277" "CR44074" 13 0.591276252019386 738
"278" "CG31663" 7 0.497992488019687 22871
"279" "CG7295" 9 0.385600976205003 1229
"280" "CR44075" 7 0.572837632776935 818
"281" "CG15358" 3 0.693500298151461 1177
"282" "CG7337" 14 0.382410061962453 59667
"283" "tRNA:G3:22BCa" 14 1 70
"284" "CG15357" 12 1 559
"285" "CG33673" 12 0.727530077848549 913
"286" "erm" 20 0.665267268733219 20123
"287" "tRNA:CR31942" 20 1 72
"288" "Der-1" 17 0.344069529652352 1456
"289" "CG15356" 5 0.441988950276243 5292
"290" "CG15362" 11 0.385804638088545 923
"291" "CG7289" 5 0.63961387200572 2297
"292" "Got2" 18 0.544046983449012 3246
"293" "Npc2a" 19 0.646086956521739 650
"294" "CR42874" 14 1 1444
"295" "Obp22a" 16 0.80453479280688 779
"296" "CG33543" 8 0.640922665019051 9211
"297" "CR43464" 8 0.802604523646333 3877
"298" "CG15353" 13 1 430
"299" "CR45712" 13 0.775170325510977 821
"300" "Nplp4" 14 1 658
"301" "tRNA:CR31943" 14 1 71
"302" "tRNA:CR31944" 14 1 71
"303" "CG4238" 7 0.336428002063112 20929
"304" "tRNA:CR31939" 10 1 71
"305" "tRNA:CR31940" 11 1 71
"306" "tRNA:CR31669" 19 0.518388791593695 71
"307" "tRNA:G3:22BCb" 8 1 70
"308" "CG42296" 6 0.546991546494281 3522
"309" "lectin-22C" 8 1 856
"310" "Su(dx)" 5 0.239592064822576 6658
"311" "CR45298" 9 0.577712609970675 864
"312" "Kebab" 7 0.550653594771242 2560
"313" "Or22c" 8 0.837029396596184 3378
"314" "dpr3" 8 0.385160370311687 51088
"315" "CG12674" 8 0.759507230851634 1367
"316" "CR44808" 8 1 316
"317" "CR44055" 8 0.896596017983301 1057
"318" "CG4259" 13 0.63838550247117 1928
"319" "GlyP" 18 0.300965278778274 6483
"320" "tho2" 5 0.593978649394266 7837
"321" "CG11723" 17 0.821630347054076 1978
"322" "TBCD" 5 0.795523030563926 4146
"323" "AIF" 11 0.559613059250302 3635
"324" "CG15382" 17 0.374756018217306 1037
"325" "aop" 18 0.456873078612209 22270
"326" "CR43751" 19 0.870319861145549 3533
"327" "CR44066" 9 1 995
"328" "tRNA:CR31946" 9 1 72
"329" "CR45290" 11 0.682490272373541 785
"330" "CG10874" 11 0.246298788694482 2472
"331" "CR44065" 18 0.430740037950664 1081
"332" "CG34172" 18 0.434007134363853 5387
"333" "CG31668" 3 0.691680814940577 2445
"334" "CG33124" 9 0.461813454663633 2577
"335" "CG15385" 13 0.497855304546754 2997
"336" "Uch" 11 0.25544855549924 1473
"337" "CG34174" 11 1 901
"338" "CG10880" 17 0.660141381185427 1339
"339" "CG15386" 17 1 743
"340" "CG42371" 17 1 743
"341" "mio" 5 0.342372881355932 3335
"342" "papi" 11 0.413519637462236 4796
"343" "CG15387" 10 0.55084067253803 749
"344" "sau" 10 0.645995815103671 4757
"345" "CR44114" 10 1 851
"346" "Sec24CD" 5 0.403174094260981 5738
"347" "CR44115" 10 0.621276595744681 675
"348" "Tengl3" 19 0.485970149253731 1175
"349" "Tengl2" 9 0.59746835443038 1080
"350" "Tengl1" 9 0.768314472900536 1179
"351" "CG4267" 14 0.689634864546525 2896
"352" "CR42859" 7 0.588013569543913 2153
"353" "Ser12" 13 0.682291666666667 844
"354" "CG17239" 9 1 831
"355" "CG17234" 9 0.472838561591431 807
"356" "Send1" 6 0.366812227074236 874
"357" "CR44787" 16 1 365
"358" "CR44788" 13 1 334
"359" "CG4270" 3 0.511932255581216 799
"360" "CG34049" 3 0.4 1090
"361" "CG17242" 9 0.61277705345502 1034
"362" "CR43753" 7 0.716919617762788 8395
"363" "CR43754" 13 0.690767519466073 1298
"364" "CG4271" 8 0.679334916864608 763
"365" "CG31681" 16 0.671961325966851 948
"366" "CG42658" 16 0.482954545454545 908
"367" "CG17237" 16 0.692852087756546 913
"368" "robl22E" 16 1 514
"369" "CG31949" 9 1 785
"370" "CG16995" 2 0.589185393258427 924
"371" "CG9967" 8 0.274997453915877 48595
"372" "eys" 8 0.247278284900762 47264
"373" "Rab5" 18 0.438998642738652 6131
"374" "Axud1" 11 0.498866213151927 4792
"375" "CG3597" 17 0.491452991452991 1372
"376" "CG3609" 17 0.626122754491018 2172
"377" "CG15390" 11 1 984
"378" "CR44982" 11 1 627
"379" "Atxn7" 11 0.618780251694095 4665
"380" "Eogt" 5 0.427705977382876 1976
"381" "CG9870" 2 0.798533007334963 1545
"382" "CG3557" 2 1 1031
"383" "CG43750" 20 0.505276225946617 1111
"384" "VGlut" 8 0.286637267972516 19002
"385" "CG18641" 8 0.550596383224317 4698
"386" "CG31948" 13 0.555077915099409 1361
"387" "CG34448" 13 0.55409444112373 1173
"388" "CG34447" 14 0.380200860832138 1591
"389" "CG9886" 15 0.550150567523743 3817
"390" "CG44139" 13 1 244
"391" "CR44912" 15 0.593538692712246 831
"392" "dpp" 14 0.413320396857688 31451
"393" "tRNA:Y1:22Fb" 18 0.516129032258065 120
"394" "tRNA:Y1:22Fa" 15 0.578414839797639 93
"395" "CR45286" 14 1 1334
"396" "Slh" 11 0.449939686369119 4474
"397" "oaf" 7 0.339227038022219 5891
"398" "CR44607" 13 0.538265306122449 284
"399" "CG3528" 16 0.378397212543554 935
"400" "CR46069" 9 0.415666901905434 917
"401" "CR44112" 13 0.789719626168224 570
"402" "CG3515" 9 0.42067651262506 1680
"403" "CR44113" 13 1 339
"404" "Cyp309a1" 10 0.45100105374078 2347
"405" "Cyp309a2" 6 0.260785824345146 8151
"406" "Rad1" 6 0.823251417769376 1616
"407" "Sws1" 6 0.823251417769376 1616
"408" "insv" 4 1 1717
"409" "Elba2" 4 0.623493975903614 1492
"410" "ND-B17.2" 11 0.518014955812373 971
"411" "Arpc5" 11 1 1131
"412" "Drp1" 5 0.403957840395784 4149
"413" "CG15394" 15 0.33048433048433 904
"414" "CR44790" 8 0.740867579908676 1252
"415" "CR44789" 7 1 688
"416" "CG15395" 13 0.75964225824483 1289
"417" "CG43403" 13 0.641095890410959 595
"418" "CR45705" 8 0.56812694032425 2399
"419" "CR43852" 3 0.508655126498003 251
"420" "CG9962" 3 0.758368837492392 1143
"421" "CG43851" 7 1 475
"422" "CG33125" 9 0.538208168642951 4054
"423" "Prosbeta4R1" 9 1 880
"424" "Or23a" 6 0.466806063774177 1413
"425" "Prosbeta4R2" 3 0.491847826086957 1708
"426" "CG9879" 9 1 1203
"427" "Gr23a" 9 0.531959483059728 2363
"428" "CG31690" 8 0.459511339668697 41697
"429" "CG15398" 16 0.481642812694462 1107
"430" "CG31689" 15 0.539096615720524 14156
"431" "mir-4914" 1 0.504215851602024 93
"432" "Hrs" 11 0.508095605242868 3391
"433" "CG9961" 10 0.866440019426906 1559
"434" "Cwc25" 5 0.423699914748508 1846
"435" "Pgk" 18 0.46561004784689 6188
"436" "Bacc" 18 0.678109452736318 5530
"437" "CR44772" 17 1 236
"438" "CG9960" 17 0.816571428571429 1250
"439" "Snapin" 17 0.816571428571429 1250
"440" "Trn-SR" 5 0.485106382978723 3965
"441" "CG3077" 17 0.445616587850127 2249
"442" "aph-1" 17 0.563953488372093 1048
"443" "Taf10b" 10 0.659112370160529 559
"444" "Taf10" 10 1 722
"445" "colt" 17 0.774633653360283 1479
"446" "CG2862" 17 1 769
"447" "CG15399" 4 0.582614942528736 892
"448" "Syt1" 7 0.324724989377272 27652
"449" "CR43821" 14 1 489
"450" "daw" 19 0.455548260013132 7115
"451" "CG2964" 10 0.501605136436597 1992
"452" "G6P" 7 0.469334719334719 1424
"453" "Duox" 14 0.478955203681148 14278
"454" "CG3123" 14 0.424390243902439 1960
"455" "CG3119" 11 0.334010446894951 2946
"456" "Cpr23B" 9 0.487775061124694 1136
"457" "CR45342" 8 1 291
"458" "CG2975" 7 0.501327140013271 2514
"459" "CG18558" 9 0.511963696369637 1924
"460" "CG18557" 3 0.423147581139008 1133
"461" "CG3117" 2 0.639977603583427 1286
"462" "CG2983" 2 0.360321715817694 1365
"463" "CG3104" 14 0.50322403621896 6789
"464" "RpS21" 14 1 959
"465" "CG2991" 14 0.438741164591047 11384
"466" "CG31694" 10 0.487110971392644 5862
"467" "CG8813" 17 0.487641950567802 997
"468" "CG8814" 17 0.604031677465803 2278
"469" "Prx6005" 17 0.772090188909202 1141
"470" "CG31950" 10 0.722558340535869 657
"471" "betaggt-II" 10 0.629293893129771 1596
"472" "NTPase" 11 0.469181721572795 5146
"473" "lilli" 14 0.3252184586609 68477
"474" "Rbp9" 11 0.20963872424499 13672
"475" "Ts" 11 0.550677506775068 1345
"476" "Rrp1" 5 0.459659969088099 2735
"477" "gammaTub23C" 11 0.95338467774625 1967
"478" "CG9641" 11 0.362764682381143 2003
"479" "CG3165" 10 1 1378
"480" "CG9643" 10 1 877
"481" "Chd1" 5 0.599584343609283 8161
"482" "Bem46" 11 0.59414396095974 1959
"483" "okr" 5 0.473669849931787 3165
"484" "CG3558" 11 0.299716803020768 5856
"485" "CG17265" 15 0.508360816987791 16783
"486" "CG17224" 11 0.33375580904098 1867
"487" "CG17264" 19 0.428244711263579 2998
"488" "alpha4GT1" 5 0.521869639794168 1832
"489" "CG3542" 5 0.858874225693509 3213
"490" "CG3605" 5 0.530737704918033 2916
"491" "CG17219" 17 0.468599033816425 1363
"492" "CR44147" 17 0.70635721493441 491
"493" "GABPI" 17 0.444935869084476 1761
"494" "CG17258" 5 0.600329851566795 3138
"495" "CG17259" 5 0.361410788381743 1910
"496" "CG17260" 11 0.535142995637421 1563
"497" "cnir" 11 1 986
"498" "CG17221" 11 0.75973487986744 1914
"499" "CG17261" 10 0.376783398184176 1042
"500" "FASN2" 19 0.290800252047889 12196
"501" "snRNA:LU" 14 1 158
"502" "snRNA:U5:23D" 9 1 130
"503" "FASN1" 11 0.341087838397218 11579
"504" "toc" 14 0.297717657689727 76441
"505" "PpD6" 15 0.368565169769989 1326
"506" "CG15403" 8 0.90768094534712 854
"507" "ND-B14.5B" 17 0.691039426523298 895
"508" "Mad" 10 0.330517498402783 13587
"509" "gkt" 10 0.631061376737877 2449
"510" "Hydr2" 14 0.461611524457812 5817
"511" "tRNA:S7:23Eb" 11 1 81
"512" "CG44002" 17 0.803047404063205 1272
"513" "CR44003" 1 0.350706713780919 1764
"514" "tRNA:S7:23Ea" 1 1 81
"515" "CG31698" 1 1 635
"516" "CG15404" 1 0.692829457364341 532
"517" "CG34393" 13 0.522716736207696 25384
"518" "CR45336" 7 1 641
"519" "CR45337" 13 1 308
"520" "CR45338" 13 1 369
"521" "CR45706" 8 1 1546
"522" "CR44484" 7 1 377
"523" "CG3347" 9 0.30672708260718 2369
"524" "CG3332" 9 0.293395675043834 4734
"525" "CR44485" 13 0.686367218282112 769
"526" "CG9664" 10 0.56955314314567 3461
"527" "CG9663" 1 0.26953125 8204
"528" "CG3277" 13 0.224489795918367 13318
"529" "CG15406" 16 0.582432432432432 2460
"530" "CG3326" 10 0.542761319172722 3078
"531" "CG8837" 9 0.615724381625442 2896
"532" "CG33281" 9 1 2400
"533" "CG33282" 9 1 1889
"534" "CG3285" 6 0.430147058823529 1948
"535" "CG15408" 3 0.548869143780291 1976
"536" "E23" 15 0.271145008311333 19954
"537" "CG8838" 3 0.541440217391304 972
"538" "CG34394" 5 0.311580882352941 14732
"539" "CG15412" 10 0.561649016641452 2144
"540" "CG9662" 10 0.735231316725979 905
"541" "Ptpa" 11 0.682471264367816 1588
"542" "CR45301" 7 1 415
"543" "Sfp23F" 7 1 389
"544" "CG42460" 7 1 614
"545" "CR44791" 8 1 405
"546" "CR44792" 8 1 528
"547" "CG34175" 8 1 661
"548" "pgant2" 8 0.292411793136781 22259
"549" "CG8840" 8 0.526777875329236 639
"550" "CG31952" 13 0.789333333333333 1375
"551" "CG2772" 16 0.573199809251311 1597
"552" "Snx1" 5 0.381457406773862 2423
"553" "CG12795" 17 0.523197316936836 1289
"554" "Cog3" 11 0.397465735712439 3367
"555" "Sec5" 11 0.34726507713885 3065
"556" "CG3246" 4 0.468075117370892 1630
"557" "msl-2" 5 0.464269458352299 3894
"558" "mir-4971" 4 0.526229508196721 110
"559" "ND-PDSW" 11 0.787716159809183 1177
"560" "CG3238" 11 0.463630613535737 2662
"561" "CG31776" 1 0.490678598061148 2182
"562" "pgant4" 14 0.37032457496136 2735
"563" "CR45372" 14 0.944677284157586 693
"564" "CR43928" 14 0.565650969529086 1305
"565" "Thor" 19 0.685339690107271 1178
"566" "CG15414" 15 0.568556269198548 10316
"567" "tim" 14 0.391307319073327 14133
"568" "CR45299" 19 1 438
"569" "CG31954" 19 1 1044
"570" "CR45300" 19 1 341
"571" "CG33123" 5 0.570836785418393 4328
"572" "CG17593" 5 0.397648686030429 2392
"573" "CG3213" 3 0.486495966327604 2378
"574" "CG8851" 6 0.638466220328667 2878
"575" "Sr-CIV" 6 0.532678132678133 1535
"576" "CG8852" 3 0.760229962800135 2457
"577" "Spindly" 6 0.570262390670554 2930
"578" "Che-13" 20 0.613645876935957 1889
"579" "CR44308" 12 1 489
"580" "drm" 12 0.718582058701943 9176
"581" "CR44309" 20 0.65126582278481 1080
"582" "CR44747" 12 1 194
"583" "CR43822" 20 1 456
"584" "CG43815" 20 1 413
"585" "sob" 12 0.687346437346437 2756
"586" "CR43823" 8 0.294041450777202 1816
"587" "odd" 20 0.537928759894459 2532
"588" "CR44310" 12 0.448162369720241 1323
"589" "Dot" 18 0.521739130434783 2476
"590" "CG15418" 10 0.717086834733894 571
"591" "for" 18 0.392212725546059 34879
"592" "mir-4972" 15 1 106
"593" "CG34340" 20 0.502326827145201 29369
"594" "Sfp24Ba" 12 0.621973929236499 574
"595" "CG42463" 12 0.568398727465536 443
"596" "Sfp24Bb" 8 0.604536489151874 514
"597" "Sfp24Bc" 8 1 450
"598" "CG16704" 15 0.404564315352697 464
"599" "CG3513" 15 1 483
"600" "Acp24A4" 15 1 721
"601" "CR43364" 15 1 313
"602" "CG43165" 15 1 589
"603" "CG16713" 15 1 379
"604" "IM33" 12 1 440
"605" "CG3604" 20 1 630
"606" "CG10031" 14 0.470639789658195 641
"607" "CG42464" 14 0.665893271461717 362
"608" "CG42465" 12 0.669781931464174 463
"609" "Sfp24C1" 20 0.722222222222222 418
"610" "CG42467" 20 1 409
"611" "CG43145" 12 0.699566160520607 422
"612" "CR44311" 12 1 333
"613" "CG2816" 15 0.561243144424132 594
"614" "CG31778" 15 1 1382
"615" "CG31777" 16 0.66600790513834 512
"616" "cutlet" 10 0.383618971701873 4518
"617" "CG31955" 17 0.577146171693735 1224
"618" "CG2818" 5 0.395696202531646 3450
"619" "lectin-24A" 5 0.528173794976239 973
"620" "Shaw" 9 0.377486910994764 10960
"621" "CG10019" 8 0.347572106608251 24151
"622" "CG43707" 9 0.267131333698802 12269
"623" "CG43703" 9 1 369
"624" "mir-1004" 13 1 67
"625" "CR43704" 14 0.692607003891051 528
"626" "bowl" 15 0.243649318463445 12421
"627" "CG31960" 2 1 675
"628" "CG31958" 2 0.609954751131222 605
"629" "bark" 4 0.399215393237437 15559
"630" "Reph" 11 0.295567794387621 7126
"631" "CG3407" 4 0.42779028626568 2609
"632" "CR44076" 20 1 510
"633" "CR44077" 20 0.63206106870229 810
"634" "slp1" 12 0.766632016632017 1424
"635" "slp2" 20 0.521492007104796 2345
"636" "CR44983" 12 0.640883977900553 586
"637" "CR45451" 20 0.710320901994796 653
"638" "CR45449" 20 0.533996683250415 706
"639" "CR45450" 12 1 694
"640" "CR44078" 20 0.89010067114094 692
"641" "CG3964" 9 0.3478179434351 4839
"642" "Cep97" 10 0.399479659413434 3728
"643" "CG31957" 11 0.773562537048014 1187
"644" "capu" 8 0.459764874458592 30214
